volume,position,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,y_danceability,y_energy,y_loudness,y_speechiness,y_acousticness,y_instrumentalness,y_liveness,y_valence,y_tempo
12,8,0.479,0.416,-11.451,0.124,0.457,1.72e-05,0.118,0.514,79.593,0.64,0.844,-8.412,0.0374,0.395,0.933,0.0827,0.364,119.042
12,9,0.64,0.844,-8.412,0.0374,0.395,0.933,0.0827,0.364,119.042,0.68,0.849,-5.295,0.0444,0.00746,0.0694,0.108,0.806,106.486
12,10,0.68,0.849,-5.295,0.0444,0.00746,0.0694,0.108,0.806,106.486,0.582,0.408,-8.89,0.0425,0.62,0.0814,0.0856,0.0568,100.052
12,11,0.582,0.408,-8.89,0.0425,0.62,0.0814,0.0856,0.0568,100.052,0.547,0.756,-6.406,0.0433,0.00372,0.0416,0.549,0.0777,106.98
12,12,0.547,0.756,-6.406,0.0433,0.00372,0.0416,0.549,0.0777,106.98,0.656,0.689,-6.067,0.0564,0.0103,0.0129,0.11,0.394,119.976
11,1,0.138,0.062,-17.44,0.037,0.976,0.92,0.101,0.0288,90.727,0.302,0.582,-14.035,0.0359,0.961,0.763,0.298,0.356,54.095
11,2,0.302,0.582,-14.035,0.0359,0.961,0.763,0.298,0.356,54.095,0.147,0.247,-16.216,0.0387,0.867,0.971,0.0903,0.0384,138.457
11,3,0.147,0.247,-16.216,0.0387,0.867,0.971,0.0903,0.0384,138.457,0.14,0.133,-15.785,0.038,0.93,0.918,0.121,0.0716,142.012
11,4,0.14,0.133,-15.785,0.038,0.93,0.918,0.121,0.0716,142.012,0.563,0.554,-10.653,0.0347,0.467,0.672,0.671,0.0932,100.998
11,5,0.563,0.554,-10.653,0.0347,0.467,0.672,0.671,0.0932,100.998,0.625,0.398,-10.218,0.0338,0.279,0.747,0.0893,0.265,86.992
11,6,0.625,0.398,-10.218,0.0338,0.279,0.747,0.0893,0.265,86.992,0.736,0.519,-11.081,0.0409,0.028,0.629,0.371,0.207,105.995
11,7,0.736,0.519,-11.081,0.0409,0.028,0.629,0.371,0.207,105.995,0.656,0.655,-11.878,0.0397,0.028,0.859,0.112,0.192,117.992
11,8,0.656,0.655,-11.878,0.0397,0.028,0.859,0.112,0.192,117.992,0.727,0.721,-6.695,0.0362,0.121,0.338,0.182,0.0394,122.012
11,9,0.727,0.721,-6.695,0.0362,0.121,0.338,0.182,0.0394,122.012,0.747,0.495,-11.115,0.0504,0.0275,0.025,0.275,0.187,107.009
11,10,0.747,0.495,-11.115,0.0504,0.0275,0.025,0.275,0.187,107.009,0.723,0.583,-10.377,0.0455,0.00474,0.855,0.0626,0.394,113.997
11,11,0.723,0.583,-10.377,0.0455,0.00474,0.855,0.0626,0.394,113.997,0.765,0.716,-9.145,0.0472,1.81e-05,0.842,0.0702,0.317,123.999
11,12,0.765,0.716,-9.145,0.0472,1.81e-05,0.842,0.0702,0.317,123.999,0.828,0.271,-13.061,0.0532,0.395,0.819,0.065,0.233,113.995
10,1,0.386,0.0895,-25.558,0.034,0.973,0.934,0.107,0.188,124.386,0.545,0.652,-10.679,0.0461,0.445,0.949,0.0649,0.0364,116.957
10,2,0.545,0.652,-10.679,0.0461,0.445,0.949,0.0649,0.0364,116.957,0.701,0.327,-16.099,0.0518,0.754,0.917,0.0446,0.12,117.012
10,3,0.701,0.327,-16.099,0.0518,0.754,0.917,0.0446,0.12,117.012,0.505,0.201,-16.249,0.0342,0.917,0.964,0.111,0.105,121.955
10,4,0.505,0.201,-16.249,0.0342,0.917,0.964,0.111,0.105,121.955,0.585,0.682,-10.848,0.0367,0.229,0.782,0.269,0.0366,124.001
10,5,0.585,0.682,-10.848,0.0367,0.229,0.782,0.269,0.0366,124.001,0.694,0.64,-14.425,0.0333,0.61,0.843,0.111,0.236,117.999
10,6,0.694,0.64,-14.425,0.0333,0.61,0.843,0.111,0.236,117.999,0.761,0.465,-10.068,0.061,0.537,0.631,0.063,0.222,120.04
10,7,0.761,0.465,-10.068,0.061,0.537,0.631,0.063,0.222,120.04,0.608,0.64,-7.957,0.0449,0.642,0.000446,0.112,0.337,96.023
10,8,0.608,0.64,-7.957,0.0449,0.642,0.000446,0.112,0.337,96.023,0.795,0.578,-13.393,0.065,0.0161,0.907,0.109,0.166,109.999
10,9,0.795,0.578,-13.393,0.065,0.0161,0.907,0.109,0.166,109.999,0.675,0.738,-7.64,0.0325,0.00351,0.647,0.0863,0.333,121.033
10,10,0.675,0.738,-7.64,0.0325,0.00351,0.647,0.0863,0.333,121.033,0.538,0.584,-8.214,0.0301,0.0421,0.000138,0.508,0.2,107.986
10,11,0.538,0.584,-8.214,0.0301,0.0421,0.000138,0.508,0.2,107.986,0.791,0.653,-7.458,0.0511,0.268,0.852,0.119,0.324,120.019
10,12,0.791,0.653,-7.458,0.0511,0.268,0.852,0.119,0.324,120.019,0.738,0.288,-13.576,0.0403,0.602,0.886,0.1,0.385,122.036
9,1,0.168,0.342,-15.495,0.043,0.932,0.00378,0.101,0.343,190.237,0.175,0.27,-11.103,0.035,0.952,0.0457,0.11,0.0508,61.828
9,2,0.175,0.27,-11.103,0.035,0.952,0.0457,0.11,0.0508,61.828,0.243,0.299,-13.986,0.0308,0.905,0.953,0.0798,0.0791,75.011
9,3,0.243,0.299,-13.986,0.0308,0.905,0.953,0.0798,0.0791,75.011,0.618,0.803,-8.078,0.0467,0.342,0.855,0.546,0.038,124.116
9,4,0.618,0.803,-8.078,0.0467,0.342,0.855,0.546,0.038,124.116,0.52,0.389,-10.476,0.0403,0.83,0.0265,0.0937,0.326,133.113
9,5,0.52,0.389,-10.476,0.0403,0.83,0.0265,0.0937,0.326,133.113,0.58,0.853,-8.105,0.0341,0.478,0.823,0.102,0.151,114.0
9,6,0.58,0.853,-8.105,0.0341,0.478,0.823,0.102,0.151,114.0,0.448,0.67,-12.782,0.0307,0.289,0.943,0.122,0.0531,126.988
9,7,0.448,0.67,-12.782,0.0307,0.289,0.943,0.122,0.0531,126.988,0.742,0.601,-8.4,0.327,0.00768,7.18e-05,0.399,0.452,89.93
9,8,0.742,0.601,-8.4,0.327,0.00768,7.18e-05,0.399,0.452,89.93,0.863,0.75,-9.273,0.0734,0.14,0.0882,0.102,0.568,125.042
9,9,0.863,0.75,-9.273,0.0734,0.14,0.0882,0.102,0.568,125.042,0.621,0.592,-9.77,0.0673,0.0176,0.684,0.219,0.371,173.887
9,10,0.621,0.592,-9.77,0.0673,0.0176,0.684,0.219,0.371,173.887,0.72,0.721,-9.403,0.0415,0.286,0.887,0.105,0.516,122.026
9,11,0.72,0.721,-9.403,0.0415,0.286,0.887,0.105,0.516,122.026,0.78,0.633,-6.81,0.0424,0.00627,0.892,0.0612,0.582,120.007
9,12,0.78,0.633,-6.81,0.0424,0.00627,0.892,0.0612,0.582,120.007,0.748,0.524,-10.287,0.0365,0.0355,0.188,0.131,0.21,122.056
8,1,0.25,0.218,-20.306,0.0433,0.875,0.909,0.0955,0.208,121.902,0.482,0.39,-19.895,0.0417,0.978,0.943,0.108,0.6,126.265
8,2,0.482,0.39,-19.895,0.0417,0.978,0.943,0.108,0.6,126.265,0.6,0.321,-17.934,0.0352,0.895,0.845,0.0736,0.108,93.03
8,3,0.6,0.321,-17.934,0.0352,0.895,0.845,0.0736,0.108,93.03,0.568,0.489,-11.22,0.0353,0.716,0.743,0.106,0.0387,92.992
8,4,0.568,0.489,-11.22,0.0353,0.716,0.743,0.106,0.0387,92.992,0.63,0.495,-14.28,0.0409,0.103,0.854,0.173,0.0795,121.982
8,5,0.63,0.495,-14.28,0.0409,0.103,0.854,0.173,0.0795,121.982,0.646,0.631,-10.748,0.0436,0.00462,0.288,0.122,0.167,109.02
8,6,0.646,0.631,-10.748,0.0436,0.00462,0.288,0.122,0.167,109.02,0.929,0.449,-10.425,0.0574,0.0862,0.49,0.0889,0.612,119.896
8,7,0.929,0.449,-10.425,0.0574,0.0862,0.49,0.0889,0.612,119.896,0.753,0.797,-5.112,0.0483,0.00228,0.178,0.136,0.505,111.995
8,8,0.753,0.797,-5.112,0.0483,0.00228,0.178,0.136,0.505,111.995,0.595,0.551,-10.555,0.0735,0.0433,0.0054,0.499,0.675,111.413
8,9,0.595,0.551,-10.555,0.0735,0.0433,0.0054,0.499,0.675,111.413,0.607,0.298,-21.792,0.0373,0.139,0.0523,0.0647,0.545,95.493
8,10,0.607,0.298,-21.792,0.0373,0.139,0.0523,0.0647,0.545,95.493,0.801,0.642,-8.347,0.0933,0.0447,0.124,0.154,0.78,137.604
8,11,0.801,0.642,-8.347,0.0933,0.0447,0.124,0.154,0.78,137.604,0.458,0.695,-8.42,0.044,0.0294,0.0835,0.0762,0.471,113.968
8,12,0.458,0.695,-8.42,0.044,0.0294,0.0835,0.0762,0.471,113.968,0.617,0.706,-6.069,0.0352,0.00116,0.908,0.0855,0.406,117.994
7,1,0.223,0.0696,-23.768,0.0314,0.991,0.933,0.0671,0.0411,81.274,0.187,0.109,-21.143,0.048,0.938,0.867,0.124,0.0501,139.128
7,2,0.187,0.109,-21.143,0.048,0.938,0.867,0.124,0.0501,139.128,0.655,0.257,-18.13,0.0368,0.514,0.864,0.103,0.594,112.018
7,3,0.655,0.257,-18.13,0.0368,0.514,0.864,0.103,0.594,112.018,0.87,0.431,-13.85,0.0827,0.113,0.731,0.68,0.07,123.026
7,4,0.87,0.431,-13.85,0.0827,0.113,0.731,0.68,0.07,123.026,0.764,0.566,-9.903,0.0784,0.00644,0.941,0.0955,0.136,122.008
7,5,0.764,0.566,-9.903,0.0784,0.00644,0.941,0.0955,0.136,122.008,0.64,0.657,-8.842,0.032,0.168,0.953,0.259,0.404,115.035
7,6,0.64,0.657,-8.842,0.032,0.168,0.953,0.259,0.404,115.035,0.533,0.839,-5.437,0.0567,0.699,0.000705,0.231,0.347,89.962
7,7,0.533,0.839,-5.437,0.0567,0.699,0.000705,0.231,0.347,89.962,0.668,0.949,-7.919,0.0868,0.00626,0.518,0.164,0.369,117.002
7,8,0.668,0.949,-7.919,0.0868,0.00626,0.518,0.164,0.369,117.002,0.747,0.68,-6.187,0.0346,0.0107,0.803,0.0964,0.594,93.804
7,9,0.747,0.68,-6.187,0.0346,0.0107,0.803,0.0964,0.594,93.804,0.594,0.755,-7.26,0.0282,0.28,0.0047,0.256,0.608,155.994
7,10,0.594,0.755,-7.26,0.0282,0.28,0.0047,0.256,0.608,155.994,0.609,0.855,-5.456,0.04,0.0112,0.107,0.0811,0.744,111.012
7,11,0.609,0.855,-5.456,0.04,0.0112,0.107,0.0811,0.744,111.012,0.713,0.593,-9.957,0.0357,0.494,0.667,0.367,0.521,118.004
7,12,0.713,0.593,-9.957,0.0357,0.494,0.667,0.367,0.521,118.004,0.611,0.896,-6.668,0.0475,4.69e-05,0.0446,0.159,0.686,122.013
6,1,0.259,0.0247,-31.11,0.0339,0.942,0.929,0.0496,0.0692,146.108,0.293,0.234,-16.465,0.0393,0.941,0.92,0.187,0.124,114.333
6,2,0.293,0.234,-16.465,0.0393,0.941,0.92,0.187,0.124,114.333,0.51,0.491,-14.031,0.0269,0.362,0.829,0.0898,0.0752,105.007
6,3,0.51,0.491,-14.031,0.0269,0.362,0.829,0.0898,0.0752,105.007,0.27,0.16,-16.754,0.0368,0.809,0.0167,0.117,0.151,174.742
6,4,0.27,0.16,-16.754,0.0368,0.809,0.0167,0.117,0.151,174.742,0.588,0.278,-13.369,0.134,0.645,0.00331,0.0842,0.121,119.815
6,5,0.588,0.278,-13.369,0.134,0.645,0.00331,0.0842,0.121,119.815,0.311,0.84,-5.183,0.0866,0.364,0.0809,0.641,0.139,79.048
6,6,0.311,0.84,-5.183,0.0866,0.364,0.0809,0.641,0.139,79.048,0.519,0.843,-6.508,0.0431,0.214,0.000446,0.21,0.592,84.997
6,7,0.519,0.843,-6.508,0.0431,0.214,0.000446,0.21,0.592,84.997,0.75,0.936,-4.986,0.0437,0.483,0.484,0.118,0.774,119.511
6,8,0.75,0.936,-4.986,0.0437,0.483,0.484,0.118,0.774,119.511,0.926,0.964,-4.359,0.178,0.0039,0.0,0.132,0.793,124.976
6,9,0.926,0.964,-4.359,0.178,0.0039,0.0,0.132,0.793,124.976,0.823,0.814,-8.723,0.0391,0.0146,0.359,0.138,0.488,133.01
6,10,0.823,0.814,-8.723,0.0391,0.0146,0.359,0.138,0.488,133.01,0.843,0.494,-12.254,0.0745,0.00239,0.41,0.0646,0.384,123.999
6,11,0.843,0.494,-12.254,0.0745,0.00239,0.41,0.0646,0.384,123.999,0.731,0.61,-8.547,0.0525,0.143,0.67,0.855,0.323,124.016
6,12,0.731,0.61,-8.547,0.0525,0.143,0.67,0.855,0.323,124.016,0.664,0.854,-7.604,0.0418,0.00954,0.811,0.0684,0.353,122.005
