volume,position,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,y_danceability,y_energy,y_loudness,y_speechiness,y_acousticness,y_instrumentalness,y_liveness,y_valence,y_tempo
26,7,0.624,0.64,-11.273,0.0417,0.155,0.883,0.0653,0.394,117.989,0.865,0.686,-9.066,0.0793,0.0369,0.24,0.0813,0.341,120.508
26,8,0.865,0.686,-9.066,0.0793,0.0369,0.24,0.0813,0.341,120.508,0.655,0.689,-11.808,0.0483,0.00423,0.894,0.0663,0.154,124.006
26,9,0.655,0.689,-11.808,0.0483,0.00423,0.894,0.0663,0.154,124.006,0.793,0.48,-12.183,0.0829,0.0295,0.138,0.469,0.248,122.03
26,10,0.793,0.48,-12.183,0.0829,0.0295,0.138,0.469,0.248,122.03,0.79,0.653,-9.107,0.0366,0.392,0.456,0.0878,0.393,119.999
26,11,0.79,0.653,-9.107,0.0366,0.392,0.456,0.0878,0.393,119.999,0.703,0.535,-7.111,0.0342,0.000375,0.542,0.0635,0.504,114.994
26,12,0.703,0.535,-7.111,0.0342,0.000375,0.542,0.0635,0.504,114.994,0.799,0.415,-12.693,0.0544,0.000137,0.894,0.0985,0.638,123.016
25,1,0.36,0.231,-26.701,0.0336,0.995,0.921,0.0878,0.282,104.094,0.706,0.64,-12.578,0.0416,0.103,0.923,0.0915,0.575,121.024
25,2,0.706,0.64,-12.578,0.0416,0.103,0.923,0.0915,0.575,121.024,0.749,0.693,-9.252,0.291,0.282,0.793,0.199,0.553,174.143
25,3,0.749,0.693,-9.252,0.291,0.282,0.793,0.199,0.553,174.143,0.655,0.794,-5.872,0.25,0.082,0.0791,0.0457,0.667,187.007
25,4,0.655,0.794,-5.872,0.25,0.082,0.0791,0.0457,0.667,187.007,0.69,0.63,-13.105,0.0417,0.0563,0.866,0.111,0.293,124.983
25,5,0.69,0.63,-13.105,0.0417,0.0563,0.866,0.111,0.293,124.983,0.375,0.626,-6.475,0.0331,0.743,0.154,0.108,0.0657,79.966
25,6,0.375,0.626,-6.475,0.0331,0.743,0.154,0.108,0.0657,79.966,0.624,0.64,-11.273,0.0417,0.155,0.883,0.0653,0.394,117.989
25,7,0.624,0.64,-11.273,0.0417,0.155,0.883,0.0653,0.394,117.989,0.865,0.686,-9.066,0.0793,0.0369,0.24,0.0813,0.341,120.508
25,8,0.865,0.686,-9.066,0.0793,0.0369,0.24,0.0813,0.341,120.508,0.717,0.726,-8.611,0.0927,0.00795,0.863,0.0849,0.538,123.01
25,9,0.717,0.726,-8.611,0.0927,0.00795,0.863,0.0849,0.538,123.01,0.793,0.48,-12.183,0.0829,0.0295,0.138,0.469,0.248,122.03
25,10,0.793,0.48,-12.183,0.0829,0.0295,0.138,0.469,0.248,122.03,0.79,0.653,-9.107,0.0366,0.392,0.456,0.0878,0.393,119.999
25,11,0.79,0.653,-9.107,0.0366,0.392,0.456,0.0878,0.393,119.999,0.703,0.535,-7.111,0.0342,0.000375,0.542,0.0635,0.504,114.994
25,12,0.703,0.535,-7.111,0.0342,0.000375,0.542,0.0635,0.504,114.994,0.799,0.415,-12.693,0.0544,0.000137,0.894,0.0985,0.638,123.016
24,1,0.221,0.0879,-16.996,0.0381,0.155,0.698,0.0869,0.0401,126.622,0.16,0.335,-12.056,0.05,0.596,0.774,0.325,0.067,73.728
24,2,0.16,0.335,-12.056,0.05,0.596,0.774,0.325,0.067,73.728,0.674,0.561,-11.306,0.0372,0.374,0.845,0.0874,0.837,128.027
24,3,0.674,0.561,-11.306,0.0372,0.374,0.845,0.0874,0.837,128.027,0.518,0.542,-7.496,0.0514,0.726,0.0518,0.334,0.0988,91.047
24,4,0.518,0.542,-7.496,0.0514,0.726,0.0518,0.334,0.0988,91.047,0.643,0.632,-11.195,0.0335,0.0288,0.926,0.133,0.255,118.002
24,5,0.643,0.632,-11.195,0.0335,0.0288,0.926,0.133,0.255,118.002,0.701,0.389,-13.299,0.049,0.358,0.873,0.11,0.259,119.997
24,6,0.701,0.389,-13.299,0.049,0.358,0.873,0.11,0.259,119.997,0.739,0.522,-12.527,0.0681,0.0996,0.87,0.108,0.325,120.019
24,7,0.739,0.522,-12.527,0.0681,0.0996,0.87,0.108,0.325,120.019,0.745,0.747,-10.008,0.0517,0.153,0.0495,0.143,0.759,98.003
24,8,0.745,0.747,-10.008,0.0517,0.153,0.0495,0.143,0.759,98.003,0.566,0.757,-8.37,0.0355,0.328,0.84,0.396,0.403,102.016
24,9,0.566,0.757,-8.37,0.0355,0.328,0.84,0.396,0.403,102.016,0.599,0.811,-7.233,0.0414,0.00319,0.00345,0.365,0.17,94.984
24,10,0.599,0.811,-7.233,0.0414,0.00319,0.00345,0.365,0.17,94.984,0.629,0.686,-8.826,0.035,0.366,0.878,0.232,0.535,115.02
24,11,0.629,0.686,-8.826,0.035,0.366,0.878,0.232,0.535,115.02,0.826,0.72,-9.582,0.119,0.103,0.773,0.11,0.287,127.011
24,12,0.826,0.72,-9.582,0.119,0.103,0.773,0.11,0.287,127.011,0.371,0.381,-11.14,0.0656,0.677,0.73,0.243,0.308,82.147
23,1,0.181,0.0863,-21.685,0.0374,0.956,0.95,0.0929,0.0337,70.907,0.366,0.336,-17.407,0.0367,0.968,0.934,0.0891,0.0542,140.037
23,2,0.366,0.336,-17.407,0.0367,0.968,0.934,0.0891,0.0542,140.037,0.16,0.335,-12.056,0.05,0.596,0.774,0.325,0.067,73.728
23,3,0.16,0.335,-12.056,0.05,0.596,0.774,0.325,0.067,73.728,0.69,0.615,-9.753,0.0457,0.0306,0.562,0.0744,0.529,107.938
23,4,0.69,0.615,-9.753,0.0457,0.0306,0.562,0.0744,0.529,107.938,0.712,0.601,-8.968,0.062,1.09e-05,0.802,0.0982,0.513,124.912
23,5,0.712,0.601,-8.968,0.062,1.09e-05,0.802,0.0982,0.513,124.912,0.725,0.621,-8.569,0.0408,0.0109,0.846,0.116,0.544,112.0
23,6,0.725,0.621,-8.569,0.0408,0.0109,0.846,0.116,0.544,112.0,0.562,0.555,-10.461,0.0319,0.461,0.533,0.129,0.118,93.979
23,7,0.562,0.555,-10.461,0.0319,0.461,0.533,0.129,0.118,93.979,0.676,0.691,-9.765,0.0341,0.0323,0.438,0.128,0.102,120.985
23,8,0.676,0.691,-9.765,0.0341,0.0323,0.438,0.128,0.102,120.985,0.673,0.574,-9.329,0.0497,0.0866,0.518,0.124,0.206,122.047
23,9,0.673,0.574,-9.329,0.0497,0.0866,0.518,0.124,0.206,122.047,0.784,0.664,-8.858,0.0432,0.000446,0.87,0.18,0.461,122.009
23,10,0.784,0.664,-8.858,0.0432,0.000446,0.87,0.18,0.461,122.009,0.663,0.415,-11.633,0.0366,0.116,0.885,0.133,0.167,122.001
23,11,0.663,0.415,-11.633,0.0366,0.116,0.885,0.133,0.167,122.001,0.541,0.712,-10.017,0.0351,0.321,0.899,0.0962,0.0371,118.017
23,12,0.541,0.712,-10.017,0.0351,0.321,0.899,0.0962,0.0371,118.017,0.651,0.8,-3.255,0.0293,0.183,0.000517,0.0786,0.234,124.035
22,1,0.171,0.287,-10.712,0.0373,0.123,0.782,0.116,0.0362,115.256,0.656,0.337,-14.512,0.0405,0.0392,0.122,0.13,0.156,119.027
22,2,0.656,0.337,-14.512,0.0405,0.0392,0.122,0.13,0.156,119.027,0.784,0.268,-13.594,0.0534,0.0598,0.771,0.28,0.18,120.02
22,3,0.784,0.268,-13.594,0.0534,0.0598,0.771,0.28,0.18,120.02,0.343,0.232,-13.074,0.0311,0.573,0.89,0.0808,0.0377,60.125
22,4,0.343,0.232,-13.074,0.0311,0.573,0.89,0.0808,0.0377,60.125,0.75,0.755,-9.044,0.051,0.039,0.906,0.203,0.73,121.994
22,5,0.75,0.755,-9.044,0.051,0.039,0.906,0.203,0.73,121.994,0.805,0.827,-8.661,0.036,0.0407,0.86,0.213,0.943,120.005
22,6,0.805,0.827,-8.661,0.036,0.0407,0.86,0.213,0.943,120.005,0.873,0.658,-9.916,0.0457,0.00405,0.676,0.0548,0.689,121.595
22,7,0.873,0.658,-9.916,0.0457,0.00405,0.676,0.0548,0.689,121.595,0.848,0.582,-7.835,0.162,0.109,0.466,0.154,0.33,120.993
22,8,0.848,0.582,-7.835,0.162,0.109,0.466,0.154,0.33,120.993,0.853,0.577,-9.633,0.0561,0.000324,0.887,0.0715,0.387,121.003
22,9,0.853,0.577,-9.633,0.0561,0.000324,0.887,0.0715,0.387,121.003,0.72,0.797,-8.354,0.0728,0.00167,0.466,0.424,0.423,119.981
22,10,0.72,0.797,-8.354,0.0728,0.00167,0.466,0.424,0.423,119.981,0.813,0.378,-10.542,0.0516,0.00186,0.0591,0.0861,0.443,122.014
22,11,0.813,0.378,-10.542,0.0516,0.00186,0.0591,0.0861,0.443,122.014,0.692,0.712,-9.676,0.037,0.002,0.813,0.0876,0.13,122.01
22,12,0.692,0.712,-9.676,0.037,0.002,0.813,0.0876,0.13,122.01,0.681,0.553,-12.027,0.0401,0.000779,0.611,0.336,0.0888,124.01
21,1,0.15,0.256,-16.414,0.0438,0.743,0.92,0.333,0.0319,106.007,0.755,0.731,-10.517,0.0412,0.00523,0.854,0.216,0.614,118.002
21,2,0.755,0.731,-10.517,0.0412,0.00523,0.854,0.216,0.614,118.002,0.714,0.565,-12.149,0.0589,0.767,0.923,0.131,0.282,97.991
21,3,0.714,0.565,-12.149,0.0589,0.767,0.923,0.131,0.282,97.991,0.65,0.451,-12.899,0.037,0.186,0.827,0.134,0.704,82.739
21,4,0.65,0.451,-12.899,0.037,0.186,0.827,0.134,0.704,82.739,0.701,0.692,-9.459,0.0888,0.354,0.669,0.09,0.443,118.027
21,5,0.701,0.692,-9.459,0.0888,0.354,0.669,0.09,0.443,118.027,0.793,0.644,-12.312,0.0457,0.00957,0.37,0.305,0.518,121.019
21,6,0.793,0.644,-12.312,0.0457,0.00957,0.37,0.305,0.518,121.019,0.84,0.923,-6.951,0.0587,0.0125,0.607,0.101,0.922,122.014
21,7,0.84,0.923,-6.951,0.0587,0.0125,0.607,0.101,0.922,122.014,0.805,0.855,-6.636,0.108,0.0475,0.0158,0.0747,0.154,116.967
21,8,0.805,0.855,-6.636,0.108,0.0475,0.0158,0.0747,0.154,116.967,0.86,0.755,-9.384,0.0779,0.00104,0.724,0.12,0.0813,124.012
21,9,0.86,0.755,-9.384,0.0779,0.00104,0.724,0.12,0.0813,124.012,0.821,0.467,-10.402,0.0526,0.297,0.713,0.125,0.385,123.003
21,10,0.821,0.467,-10.402,0.0526,0.297,0.713,0.125,0.385,123.003,0.721,0.838,-7.579,0.0428,0.0447,0.749,0.0445,0.453,125.999
21,11,0.721,0.838,-7.579,0.0428,0.0447,0.749,0.0445,0.453,125.999,0.844,0.353,-18.775,0.0737,0.201,0.833,0.0991,0.0618,119.997
21,12,0.844,0.353,-18.775,0.0737,0.201,0.833,0.0991,0.0618,119.997,0.71,0.632,-8.157,0.0445,0.000192,0.847,0.0803,0.0423,120.014
20,1,0.429,0.00983,-37.724,0.0396,0.962,0.846,0.115,0.18,170.784,0.405,0.211,-12.976,0.045,0.681,3.72e-05,0.62,0.216,109.298
20,2,0.405,0.211,-12.976,0.045,0.681,3.72e-05,0.62,0.216,109.298,0.774,0.244,-9.748,0.0299,0.72,0.915,0.379,0.421,103.464
20,3,0.774,0.244,-9.748,0.0299,0.72,0.915,0.379,0.421,103.464,0.735,0.641,-11.343,0.0959,0.00135,0.89,0.228,0.481,113.402
20,4,0.735,0.641,-11.343,0.0959,0.00135,0.89,0.228,0.481,113.402,0.768,0.939,-7.23,0.044,0.0352,0.0373,0.0552,0.96,124.339
20,5,0.768,0.939,-7.23,0.044,0.0352,0.0373,0.0552,0.96,124.339,0.759,0.538,-12.646,0.0566,0.00514,0.12,0.369,0.619,117.002
20,6,0.759,0.538,-12.646,0.0566,0.00514,0.12,0.369,0.619,117.002,0.731,0.674,-8.281,0.0447,0.0501,0.869,0.176,0.765,120.015
20,7,0.731,0.674,-8.281,0.0447,0.0501,0.869,0.176,0.765,120.015,0.664,0.501,-11.956,0.0311,0.0743,0.912,0.0835,0.273,117.99
20,8,0.664,0.501,-11.956,0.0311,0.0743,0.912,0.0835,0.273,117.99,0.865,0.686,-9.066,0.0793,0.0369,0.24,0.0813,0.341,120.508
20,9,0.865,0.686,-9.066,0.0793,0.0369,0.24,0.0813,0.341,120.508,0.577,0.796,-5.559,0.0798,0.126,3.81e-05,0.168,0.377,119.036
20,10,0.577,0.796,-5.559,0.0798,0.126,3.81e-05,0.168,0.377,119.036,0.704,0.787,-9.395,0.0468,0.202,0.942,0.104,0.617,117.01
20,11,0.704,0.787,-9.395,0.0468,0.202,0.942,0.104,0.617,117.01,0.746,0.676,-6.293,0.0416,0.0595,0.000326,0.067,0.466,121.017
20,12,0.746,0.676,-6.293,0.0416,0.0595,0.000326,0.067,0.466,121.017,0.842,0.525,-8.714,0.0713,0.000658,0.916,0.0264,0.571,119.994
19,1,0.244,0.0364,-29.88,0.0299,0.994,0.962,0.113,0.297,95.386,0.655,0.57,-11.348,0.0463,0.79,0.0017,0.184,0.377,119.93
19,2,0.655,0.57,-11.348,0.0463,0.79,0.0017,0.184,0.377,119.93,0.535,0.865,-7.366,0.0418,0.032,0.734,0.296,0.192,83.994
19,3,0.535,0.865,-7.366,0.0418,0.032,0.734,0.296,0.192,83.994,0.586,0.849,-5.264,0.045,0.41,0.0141,0.0893,0.694,109.999
19,4,0.586,0.849,-5.264,0.045,0.41,0.0141,0.0893,0.694,109.999,0.668,0.949,-7.919,0.0868,0.00626,0.518,0.164,0.369,117.002
19,5,0.668,0.949,-7.919,0.0868,0.00626,0.518,0.164,0.369,117.002,0.772,0.65,-7.449,0.0341,0.00474,0.73,0.146,0.196,120.015
19,6,0.772,0.65,-7.449,0.0341,0.00474,0.73,0.146,0.196,120.015,0.598,0.893,-3.072,0.0319,0.0714,0.0159,0.146,0.485,120.972
19,7,0.598,0.893,-3.072,0.0319,0.0714,0.0159,0.146,0.485,120.972,0.792,0.737,-10.288,0.0513,0.0356,0.93,0.0804,0.492,122.977
19,8,0.792,0.737,-10.288,0.0513,0.0356,0.93,0.0804,0.492,122.977,0.634,0.858,-11.661,0.0417,0.0125,0.84,0.0984,0.237,123.991
19,9,0.634,0.858,-11.661,0.0417,0.0125,0.84,0.0984,0.237,123.991,0.821,0.467,-10.402,0.0526,0.297,0.713,0.125,0.385,123.003
19,10,0.821,0.467,-10.402,0.0526,0.297,0.713,0.125,0.385,123.003,0.595,0.84,-5.817,0.0399,0.0188,0.921,0.0602,0.462,122.003
19,11,0.595,0.84,-5.817,0.0399,0.0188,0.921,0.0602,0.462,122.003,0.755,0.607,-8.473,0.0351,0.0976,0.877,0.127,0.158,119.008
19,12,0.755,0.607,-8.473,0.0351,0.0976,0.877,0.127,0.158,119.008,0.713,0.506,-11.252,0.0435,0.0288,0.882,0.123,0.185,123.033
18,1,0.581,0.922,-7.226,0.0411,0.0309,0.896,0.0589,0.266,106.018,0.621,0.3,-9.135,0.056,0.765,0.00598,0.11,0.369,81.098
18,2,0.621,0.3,-9.135,0.056,0.765,0.00598,0.11,0.369,81.098,0.556,0.897,-7.465,0.0361,0.636,0.876,0.102,0.277,106.818
18,3,0.556,0.897,-7.465,0.0361,0.636,0.876,0.102,0.277,106.818,0.812,0.491,-15.422,0.0515,0.00152,0.554,0.0682,0.946,120.044
18,4,0.812,0.491,-15.422,0.0515,0.00152,0.554,0.0682,0.946,120.044,0.698,0.359,-11.219,0.0329,0.0691,0.101,0.0903,0.0394,115.023
18,5,0.698,0.359,-11.219,0.0329,0.0691,0.101,0.0903,0.0394,115.023,0.683,0.673,-9.593,0.0365,0.283,0.422,0.152,0.81,172.092
18,6,0.683,0.673,-9.593,0.0365,0.283,0.422,0.152,0.81,172.092,0.762,0.536,-12.549,0.0787,0.0295,0.706,0.0749,0.133,100.019
18,7,0.762,0.536,-12.549,0.0787,0.0295,0.706,0.0749,0.133,100.019,0.807,0.583,-10.547,0.0552,0.0343,0.877,0.433,0.0984,124.0
18,8,0.807,0.583,-10.547,0.0552,0.0343,0.877,0.433,0.0984,124.0,0.67,0.572,-14.848,0.0427,0.0845,0.927,0.112,0.11,119.007
18,9,0.67,0.572,-14.848,0.0427,0.0845,0.927,0.112,0.11,119.007,0.765,0.541,-10.871,0.15,0.0617,0.661,0.108,0.531,120.01
18,10,0.765,0.541,-10.871,0.15,0.0617,0.661,0.108,0.531,120.01,0.741,0.588,-10.487,0.0476,0.71,0.0684,0.0968,0.26,114.032
18,11,0.741,0.588,-10.487,0.0476,0.71,0.0684,0.0968,0.26,114.032,0.792,0.737,-10.288,0.0513,0.0356,0.93,0.0804,0.492,122.977
18,12,0.792,0.737,-10.288,0.0513,0.0356,0.93,0.0804,0.492,122.977,0.825,0.561,-7.67,0.0489,0.0608,0.803,0.159,0.559,121.993
17,1,0.278,0.0848,-18.807,0.0315,0.985,0.752,0.11,0.0438,77.244,0.587,0.0877,-23.077,0.0428,0.952,0.931,0.115,0.0922,159.801
17,2,0.587,0.0877,-23.077,0.0428,0.952,0.931,0.115,0.0922,159.801,0.136,0.507,-10.172,0.0334,0.199,0.782,0.225,0.063,144.121
17,3,0.136,0.507,-10.172,0.0334,0.199,0.782,0.225,0.063,144.121,0.714,0.728,-11.477,0.0378,0.356,0.923,0.0458,0.963,125.036
17,4,0.714,0.728,-11.477,0.0378,0.356,0.923,0.0458,0.963,125.036,0.526,0.787,-8.596,0.0291,0.066,0.897,0.173,0.219,101.989
17,5,0.526,0.787,-8.596,0.0291,0.066,0.897,0.173,0.219,101.989,0.634,0.494,-11.373,0.0303,0.0551,0.877,0.117,0.279,160.0
17,6,0.634,0.494,-11.373,0.0303,0.0551,0.877,0.117,0.279,160.0,0.597,0.812,-10.403,0.0426,0.0014,0.924,0.0872,0.326,120.996
17,7,0.597,0.812,-10.403,0.0426,0.0014,0.924,0.0872,0.326,120.996,0.646,0.485,-8.324,0.0343,0.117,0.00373,0.184,0.0855,122.007
17,8,0.646,0.485,-8.324,0.0343,0.117,0.00373,0.184,0.0855,122.007,0.705,0.823,-8.653,0.0467,0.0577,0.904,0.087,0.451,112.0
17,9,0.705,0.823,-8.653,0.0467,0.0577,0.904,0.087,0.451,112.0,0.67,0.572,-14.848,0.0427,0.0845,0.927,0.112,0.11,119.007
17,10,0.67,0.572,-14.848,0.0427,0.0845,0.927,0.112,0.11,119.007,0.69,0.63,-13.105,0.0417,0.0563,0.866,0.111,0.293,124.983
17,11,0.69,0.63,-13.105,0.0417,0.0563,0.866,0.111,0.293,124.983,0.572,0.847,-9.255,0.0413,7.47e-05,0.855,0.108,0.285,123.002
17,12,0.572,0.847,-9.255,0.0413,7.47e-05,0.855,0.108,0.285,123.002,0.727,0.39,-11.856,0.0384,0.0283,0.871,0.0793,0.0894,124.017
16,1,0.535,0.009,-23.041,0.096,0.994,0.978,0.112,0.524,131.281,0.519,0.274,-14.55,0.0359,0.938,0.925,0.101,0.0383,119.985
16,2,0.519,0.274,-14.55,0.0359,0.938,0.925,0.101,0.0383,119.985,0.445,0.0435,-14.281,0.0527,0.769,0.000728,0.128,0.362,106.787
16,3,0.445,0.0435,-14.281,0.0527,0.769,0.000728,0.128,0.362,106.787,0.618,0.803,-8.078,0.0467,0.342,0.855,0.546,0.038,124.116
16,4,0.618,0.803,-8.078,0.0467,0.342,0.855,0.546,0.038,124.116,0.208,0.241,-11.178,0.0342,0.781,0.466,0.356,0.0586,96.92
16,5,0.208,0.241,-11.178,0.0342,0.781,0.466,0.356,0.0586,96.92,0.853,0.405,-11.628,0.0484,0.578,0.858,0.093,0.0758,122.007
16,6,0.853,0.405,-11.628,0.0484,0.578,0.858,0.093,0.0758,122.007,0.293,0.462,-11.412,0.0453,0.699,0.0444,0.0954,0.0623,124.004
16,7,0.293,0.462,-11.412,0.0453,0.699,0.0444,0.0954,0.0623,124.004,0.659,0.277,-14.183,0.0463,0.842,0.0497,0.122,0.133,89.992
16,8,0.659,0.277,-14.183,0.0463,0.842,0.0497,0.122,0.133,89.992,0.606,0.703,-6.944,0.0497,0.0762,0.206,0.113,0.593,136.904
16,9,0.606,0.703,-6.944,0.0497,0.0762,0.206,0.113,0.593,136.904,0.674,0.593,-11.489,0.0356,0.0163,0.838,0.103,0.361,125.977
16,10,0.674,0.593,-11.489,0.0356,0.0163,0.838,0.103,0.361,125.977,0.752,0.68,-8.483,0.0494,0.0012,0.949,0.335,0.529,120.041
16,11,0.752,0.68,-8.483,0.0494,0.0012,0.949,0.335,0.529,120.041,0.789,0.538,-13.052,0.0554,0.0811,0.796,0.0787,0.353,118.016
16,12,0.789,0.538,-13.052,0.0554,0.0811,0.796,0.0787,0.353,118.016,0.616,0.527,-10.471,0.0272,0.0667,0.879,0.0978,0.145,122.01
15,1,0.327,0.142,-24.009,0.0366,0.962,0.785,0.117,0.0608,182.015,0.191,0.263,-18.456,0.0316,0.975,0.868,0.136,0.0668,89.702
15,2,0.191,0.263,-18.456,0.0316,0.975,0.868,0.136,0.0668,89.702,0.601,0.475,-12.841,0.0356,0.573,0.845,0.299,0.0361,109.983
15,3,0.601,0.475,-12.841,0.0356,0.573,0.845,0.299,0.0361,109.983,0.614,0.88,-12.223,0.0419,0.0565,0.72,0.107,0.037,122.987
15,4,0.614,0.88,-12.223,0.0419,0.0565,0.72,0.107,0.037,122.987,0.379,0.584,-13.982,0.156,0.779,0.854,0.0978,0.124,99.057
15,5,0.379,0.584,-13.982,0.156,0.779,0.854,0.0978,0.124,99.057,0.402,0.34,-17.392,0.0376,0.226,0.867,0.113,0.0374,111.895
15,6,0.402,0.34,-17.392,0.0376,0.226,0.867,0.113,0.0374,111.895,0.475,0.603,-11.517,0.0387,0.549,0.246,0.336,0.26,164.925
15,7,0.475,0.603,-11.517,0.0387,0.549,0.246,0.336,0.26,164.925,0.878,0.482,-11.166,0.0483,0.00132,0.578,0.0701,0.297,123.023
15,8,0.878,0.482,-11.166,0.0483,0.00132,0.578,0.0701,0.297,123.023,0.853,0.798,-7.995,0.068,0.0158,0.948,0.0967,0.42,129.983
15,9,0.853,0.798,-7.995,0.068,0.0158,0.948,0.0967,0.42,129.983,0.572,0.962,-4.839,0.108,0.194,0.00817,0.0832,0.585,115.04
15,10,0.572,0.962,-4.839,0.108,0.194,0.00817,0.0832,0.585,115.04,0.515,0.877,-7.628,0.228,0.00169,0.603,0.511,0.558,173.964
15,11,0.515,0.877,-7.628,0.228,0.00169,0.603,0.511,0.558,173.964,0.453,0.761,-6.179,0.114,0.00343,0.0,0.38,0.346,109.797
15,12,0.453,0.761,-6.179,0.114,0.00343,0.0,0.38,0.346,109.797,0.699,0.543,-9.128,0.0443,0.0142,0.873,0.0763,0.952,123.985
14,1,0.296,0.172,-27.908,0.0365,0.987,0.843,0.123,0.0773,74.613,0.455,0.307,-16.585,0.0309,0.895,0.932,0.0818,0.0365,108.105
14,2,0.455,0.307,-16.585,0.0309,0.895,0.932,0.0818,0.0365,108.105,0.551,0.0624,-26.048,0.0438,0.994,0.93,0.104,0.459,114.867
14,3,0.551,0.0624,-26.048,0.0438,0.994,0.93,0.104,0.459,114.867,0.547,0.725,-6.798,0.029,0.192,0.86,0.0987,0.0976,139.975
14,4,0.547,0.725,-6.798,0.029,0.192,0.86,0.0987,0.0976,139.975,0.647,0.464,-13.481,0.0566,0.713,0.679,0.11,0.157,120.012
14,5,0.647,0.464,-13.481,0.0566,0.713,0.679,0.11,0.157,120.012,0.553,0.364,-14.286,0.0375,0.301,0.0406,0.133,0.521,89.1
14,6,0.553,0.364,-14.286,0.0375,0.301,0.0406,0.133,0.521,89.1,0.922,0.701,-6.679,0.0868,0.0128,0.000822,0.0941,0.54,101.996
14,7,0.922,0.701,-6.679,0.0868,0.0128,0.000822,0.0941,0.54,101.996,0.714,0.917,-9.285,0.0427,0.000385,0.912,0.175,0.91,128.997
14,8,0.714,0.917,-9.285,0.0427,0.000385,0.912,0.175,0.91,128.997,0.75,0.682,-8.839,0.0558,0.0121,0.863,0.116,0.695,124.003
14,9,0.75,0.682,-8.839,0.0558,0.0121,0.863,0.116,0.695,124.003,0.694,0.241,-15.091,0.484,0.695,0.044,0.0906,0.134,109.943
14,10,0.694,0.241,-15.091,0.484,0.695,0.044,0.0906,0.134,109.943,0.786,0.551,-11.21,0.0478,0.00116,0.837,0.0604,0.0964,124.996
14,11,0.786,0.551,-11.21,0.0478,0.00116,0.837,0.0604,0.0964,124.996,0.629,0.852,-5.108,0.0521,0.0854,0.0214,0.305,0.408,104.983
14,12,0.629,0.852,-5.108,0.0521,0.0854,0.0214,0.305,0.408,104.983,0.281,0.737,-11.535,0.0376,2.72e-05,0.653,0.478,0.0513,123.875
13,1,0.208,0.0823,-26.021,0.035,0.915,0.905,0.107,0.115,65.65,0.641,0.329,-10.337,0.0625,0.809,0.835,0.105,0.0608,122.95
13,2,0.641,0.329,-10.337,0.0625,0.809,0.835,0.105,0.0608,122.95,0.326,0.122,-18.334,0.0919,0.718,0.743,0.0836,0.0535,132.338
13,3,0.326,0.122,-18.334,0.0919,0.718,0.743,0.0836,0.0535,132.338,0.472,0.304,-19.755,0.0323,0.855,0.903,0.0993,0.317,183.892
13,4,0.472,0.304,-19.755,0.0323,0.855,0.903,0.0993,0.317,183.892,0.559,0.729,-10.568,0.0416,0.132,0.892,0.214,0.121,134.995
13,5,0.559,0.729,-10.568,0.0416,0.132,0.892,0.214,0.121,134.995,0.545,0.944,-6.722,0.051,0.00983,3.47e-05,0.104,0.465,94.019
13,6,0.545,0.944,-6.722,0.051,0.00983,3.47e-05,0.104,0.465,94.019,0.616,0.488,-16.255,0.038,0.44,0.922,0.406,0.152,116.999
13,7,0.616,0.488,-16.255,0.038,0.44,0.922,0.406,0.152,116.999,0.653,0.273,-16.09,0.0325,0.203,0.898,0.108,0.124,86.494
13,8,0.653,0.273,-16.09,0.0325,0.203,0.898,0.108,0.124,86.494,0.33,0.478,-7.536,0.0376,0.177,0.000692,0.136,0.0615,89.598
13,9,0.33,0.478,-7.536,0.0376,0.177,0.000692,0.136,0.0615,89.598,0.759,0.586,-13.461,0.056,0.0333,0.00312,0.0743,0.948,154.624
13,10,0.759,0.586,-13.461,0.056,0.0333,0.00312,0.0743,0.948,154.624,0.639,0.637,-11.318,0.0368,0.0289,0.808,0.0841,0.347,122.005
13,11,0.639,0.637,-11.318,0.0368,0.0289,0.808,0.0841,0.347,122.005,0.747,0.668,-8.844,0.0505,0.314,0.934,0.0522,0.679,123.006
13,12,0.747,0.668,-8.844,0.0505,0.314,0.934,0.0522,0.679,123.006,0.526,0.621,-12.256,0.0314,0.35,0.889,0.231,0.0593,121.986
12,1,0.132,0.1,-15.6,0.0427,0.781,0.922,0.0889,0.0318,173.164,0.188,0.513,-13.948,0.195,0.0731,0.0773,0.239,0.176,62.725
12,2,0.188,0.513,-13.948,0.195,0.0731,0.0773,0.239,0.176,62.725,0.614,0.427,-14.391,0.0489,0.147,0.901,0.114,0.0318,115.055
12,3,0.614,0.427,-14.391,0.0489,0.147,0.901,0.114,0.0318,115.055,0.866,0.342,-8.42,0.0527,0.786,0.231,0.178,0.115,125.426
12,4,0.866,0.342,-8.42,0.0527,0.786,0.231,0.178,0.115,125.426,0.182,0.849,-9.809,0.0381,0.00637,0.942,0.304,0.223,165.928
12,5,0.182,0.849,-9.809,0.0381,0.00637,0.942,0.304,0.223,165.928,0.838,0.714,-5.471,0.174,0.667,0.841,0.0673,0.368,128.985
12,6,0.838,0.714,-5.471,0.174,0.667,0.841,0.0673,0.368,128.985,0.948,0.419,-13.043,0.058,0.779,0.916,0.121,0.363,113.235
12,7,0.948,0.419,-13.043,0.058,0.779,0.916,0.121,0.363,113.235,0.479,0.416,-11.451,0.124,0.457,1.72e-05,0.118,0.514,79.593
