volume,position,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence
38,1,-2.4349611362332997,-2.68840897338484,-5.475964193524485,-0.28444305069890047,2.1499910482342437,0.9294943068197575,-0.4867538709177898,-1.1813290518533899
38,2,0.27433806618648426,-0.15537979029670404,-0.39117215334941563,-0.3603686990701344,0.7219994796172448,0.6420878867803794,-0.287180787214113,-0.1379871659796608
38,3,0.3694994018086668,0.937348909890645,0.17810848394104015,0.05498925966661578,-0.7524777719781374,-1.4916870498756074,1.4524940179009558,2.6290265946100346
38,4,-0.4645617162916381,0.5917851329083206,0.8899709947124818,-0.06113232019527145,-0.8449022475469227,-1.442334432293088,-0.17421489077806954,1.5586068982351222
38,5,0.4758561886805186,-0.024625928735825066,0.5394833938208957,-0.6216422537593805,-0.7941022070633562,-0.9894515885946743,-0.5296809115634863,-0.5399234156066044
38,6,0.6829720367993866,1.1988566330124035,0.10022235040957654,-0.05666610558519874,0.34525276789701526,0.8104674055913279,-0.752600280530612,-0.08721627128994135
38,7,0.559822073053032,1.0307445252912733,0.638516031348805,0.3877222481170233,-0.02541738395675894,0.7320838364896796,-0.27211866768930726,0.23856363630242325
38,8,1.2931241299063208,-0.832498001951258,0.5660735523114758,0.6646275539415233,1.2476219080656294,0.24146075581639817,-0.5869169657577482,-1.1043265282406491
38,9,-0.419779911292964,0.00806253665439481,0.6031322771369303,-0.17278768544708598,0.2571426498334131,-1.4162065759258717,0.39061459140214777,-0.18452715277856988
38,10,0.3694994018086668,0.33961697132662444,0.04306397822116342,-0.4876558154572031,0.2632192096998684,-0.5714058867192158,-0.4076777434125594,-0.1633726133245202
38,11,0.9348696899169281,-0.669055675000159,0.30854682047357185,2.089350014554677,1.2293922284662633,-1.712902900451371,-0.3700224446005449,-0.6372342970952326
38,12,-0.44217081379230166,0.4190032444171584,-0.042359523071409486,-0.4407605620514409,-0.8629800131496272,0.17178647217048834,2.1604136355668278,-0.8741651389805889
38,13,0.7333515674228943,-1.220089805863865,-0.009906967433299775,-0.21298361693773912,-0.8460871767208815,0.6188631255650762,-0.6870800605977069,-0.743006994365481
38,14,0.25754488931198144,0.6338131598386039,0.5920355968219635,-0.2710444068686828,-0.5771690198309016,0.32274742006995966,0.3077729340157156,1.1651324643897987
38,15,0.16798127931463375,0.806595048329765,0.5553956146499042,-0.4139632743910054,-0.5297718528725501,-0.11561994786888909,-0.4076777434125594,-1.170751782126365
37,1,-1.6064977437578283,-2.5463075445527843,-3.8081122050523373,-0.34697005523991675,2.1439144883677885,0.8627231183257605,-0.5726079522091828,-0.15067988965209037
37,2,-0.565320777538655,1.1521588253120894,0.900020818393961,-0.3246389821895538,1.5271436619225738,0.7262776461858538,-0.3323671457885305,-0.4045343631006864
37,3,-1.746440884378685,-1.3975414751250586,-1.5437613068190585,-0.07899717863556167,1.40257418466024,0.8424014522623702,-0.4558765258919379,-1.2084068623545736
37,4,0.2855335174361528,-1.4956068712957178,-1.6733621580448013,-0.37376734290035224,-0.1347954615529547,0.708859075274376,-0.38508456412535075,-0.29029985004881825
37,5,-0.25744586817277015,0.8673021983401739,0.03782969505372627,2.960261863518831,0.3999418066951129,-1.6168104509230536,-0.6735241530253816,2.142472187166893
37,6,-0.20706633754926235,1.0307445252912733,1.497985327441972,-0.21298361693773912,-0.8080782947562034,-1.8336455309145805,3.5762528708985726,0.12009821535974505
37,7,-0.18467543504992526,-0.6877347980802846,0.18501773772205699,-0.17725390005715852,0.8131478776140741,-1.7422241614856915,-0.5146187920386804,-0.6668506523309022
37,8,0.9404674155417624,-0.715753482700473,-0.5130262654873509,0.3050972778306803,-0.06491502308871852,0.8424014522623702,-0.3700224446005449,1.0678215829011697
37,9,-0.42537763691779823,-0.8138188788711327,0.740898610103874,-0.44969299127158613,0.6247745217539598,-1.7561590182148732,-0.3097739665013217,-1.1724441452826893
37,10,-0.3190208500459477,-1.0052798904424203,-0.581700060644125,-0.2710444068686828,1.606138940186493,0.7378900267935051,-0.3097739665013217,-1.0099772822755877
37,11,0.9012833361679219,1.4416852330540368,0.7653950553274795,-0.33580451871473527,-0.3869726960108502,0.7030528849705509,1.9570750219819502,-0.5610779550606539
37,12,-1.2986228343919437,0.41433346364712753,0.4649472015165915,0.43238439421774916,1.1200141508700678,0.7930488346798508,0.06677902161882314,-0.9388980297099808
37,13,-0.13429590442641684,-0.08066329797620148,-0.09239927015210768,-0.09686203707585206,-0.8004825949231344,-0.21722827818584092,-0.3549603250757391,-1.176675053173499
37,14,0.3750971274335017,0.5917851329083206,-0.2973737989889436,-0.22861536807299332,-0.3049391378137034,0.23275147036065977,-0.5251622757060446,-0.2479907711407189
