volume,position,track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
37,9,Midnight Mischief - Tom Misch Remix,Jordan Rakei,0.546,0.404,7,-7.441,1,0.0353,0.492,0.0269,0.115,0.0395,92.07,audio_features,3O5JIwSON3KBaoyMUsjLjn,spotify:track:3O5JIwSON3KBaoyMUsjLjn,https://api.spotify.com/v1/tracks/3O5JIwSON3KBaoyMUsjLjn,https://api.spotify.com/v1/audio-analysis/3O5JIwSON3KBaoyMUsjLjn,266087,4
37,10,Curiosity,Pablo Nouvelle,0.565,0.363,4,-13.758,0,0.0433,0.815,0.886,0.115,0.0779,129.562,audio_features,2SWeZfgjcKdR6E6Jj2ZtMU,spotify:track:2SWeZfgjcKdR6E6Jj2ZtMU,https://api.spotify.com/v1/tracks/2SWeZfgjcKdR6E6Jj2ZtMU,https://api.spotify.com/v1/audio-analysis/2SWeZfgjcKdR6E6Jj2ZtMU,166883,4
37,11,Cupa Cupa,Parra for Cuva,0.783,0.887,4,-7.324,0,0.0404,0.159,0.874,0.416,0.184,115.003,audio_features,4C2vliOPlcMPRMfceLqsKh,spotify:track:4C2vliOPlcMPRMfceLqsKh,https://api.spotify.com/v1/tracks/4C2vliOPlcMPRMfceLqsKh,https://api.spotify.com/v1/audio-analysis/4C2vliOPlcMPRMfceLqsKh,365392,4
37,12,Wild,Tourist,0.39,0.667,7,-8.759,1,0.0748,0.655,0.905,0.165,0.0947,110.06,audio_features,3HZcmaxzwPF0bXXPUdTJQ2,spotify:track:3HZcmaxzwPF0bXXPUdTJQ2,https://api.spotify.com/v1/tracks/3HZcmaxzwPF0bXXPUdTJQ2,https://api.spotify.com/v1/audio-analysis/3HZcmaxzwPF0bXXPUdTJQ2,244747,3
37,13,Breathing,Ben Böhmer,0.598,0.561,11,-11.421,0,0.0511,0.0229,0.557,0.109,0.0385,182.988,audio_features,1MvLmHeLkaNgUScgbUVnWJ,spotify:track:1MvLmHeLkaNgUScgbUVnWJ,https://api.spotify.com/v1/tracks/1MvLmHeLkaNgUScgbUVnWJ,https://api.spotify.com/v1/audio-analysis/1MvLmHeLkaNgUScgbUVnWJ,222606,3
37,14,Lost In Mind,Ben Böhmer,0.689,0.705,10,-12.4,0,0.0452,0.186,0.712,0.0864,0.258,123.999,audio_features,25ZrGWzFc0Trv3024g9BSg,spotify:track:25ZrGWzFc0Trv3024g9BSg,https://api.spotify.com/v1/tracks/25ZrGWzFc0Trv3024g9BSg,https://api.spotify.com/v1/audio-analysis/25ZrGWzFc0Trv3024g9BSg,210587,4
37,15,Ave - Original Mix,Modd,0.728,0.645,7,-13.153,0,0.0698,0.133,0.839,0.0772,0.562,122.012,audio_features,5K6vspIDwqhskY6CkB15sx,spotify:track:5K6vspIDwqhskY6CkB15sx,https://api.spotify.com/v1/tracks/5K6vspIDwqhskY6CkB15sx,https://api.spotify.com/v1/audio-analysis/5K6vspIDwqhskY6CkB15sx,472292,4
37,16,To The Ground,Matt Fax,0.556,0.855,6,-8.916,1,0.0693,0.0137,0.323,0.202,0.0534,123.989,audio_features,2InrK5IWeTPIVRZQPOEDIO,spotify:track:2InrK5IWeTPIVRZQPOEDIO,https://api.spotify.com/v1/tracks/2InrK5IWeTPIVRZQPOEDIO,https://api.spotify.com/v1/audio-analysis/2InrK5IWeTPIVRZQPOEDIO,233440,4
36,1,Birdsong - Day 7,Ludovico Einaudi,0.394,0.0827,7,-24.612,0,0.0373,0.98,0.949,0.141,0.109,131.892,audio_features,4CrZOMlzKRiwoKYFewoDee,spotify:track:4CrZOMlzKRiwoKYFewoDee,https://api.spotify.com/v1/tracks/4CrZOMlzKRiwoKYFewoDee,https://api.spotify.com/v1/audio-analysis/4CrZOMlzKRiwoKYFewoDee,293173,3
36,2,Nami,Meitei,0.566,0.153,4,-23.892,0,0.0323,0.993,0.92,0.0851,0.116,70.123,audio_features,31RgdmIsnmQwgFgF2qA8yB,spotify:track:31RgdmIsnmQwgFgF2qA8yB,https://api.spotify.com/v1/tracks/31RgdmIsnmQwgFgF2qA8yB,https://api.spotify.com/v1/audio-analysis/31RgdmIsnmQwgFgF2qA8yB,236041,4
36,3,Finally Moving,Pretty Lights,0.735,0.555,1,-8.84,0,0.0366,0.382,0.856,0.0952,0.523,100.01,audio_features,3WS7spXVlbeC5kjePmHMQW,spotify:track:3WS7spXVlbeC5kjePmHMQW,https://api.spotify.com/v1/tracks/3WS7spXVlbeC5kjePmHMQW,https://api.spotify.com/v1/audio-analysis/3WS7spXVlbeC5kjePmHMQW,277975,4
36,4,Bad Bad News,Leon Bridges,0.781,0.629,5,-6.152,0,0.0647,0.229,0.000536,0.0881,0.693,111.975,audio_features,7FxzgizJRGTQ3fxUqfvljg,spotify:track:7FxzgizJRGTQ3fxUqfvljg,https://api.spotify.com/v1/tracks/7FxzgizJRGTQ3fxUqfvljg,https://api.spotify.com/v1/audio-analysis/7FxzgizJRGTQ3fxUqfvljg,207307,4
36,5,Silver Linings,Catching Flies,0.546,0.657,4,-7.48,0,0.0376,0.132,0.671,0.124,0.0935,87.996,audio_features,6Ad5TdlevXBRsOsYhCbgb2,spotify:track:6Ad5TdlevXBRsOsYhCbgb2,https://api.spotify.com/v1/tracks/6Ad5TdlevXBRsOsYhCbgb2,https://api.spotify.com/v1/audio-analysis/6Ad5TdlevXBRsOsYhCbgb2,241706,4
36,6,Mango Pulp (feat. Ian Ewing),Edamame,0.671,0.529,1,-9.39,0,0.0777,0.307,0.752,0.0782,0.176,89.981,audio_features,5EwV6eknswhMfsZitTyLkm,spotify:track:5EwV6eknswhMfsZitTyLkm,https://api.spotify.com/v1/tracks/5EwV6eknswhMfsZitTyLkm,https://api.spotify.com/v1/audio-analysis/5EwV6eknswhMfsZitTyLkm,265372,4
36,7,Jakarta,Luigi Sambuy,0.581,0.576,2,-12.545,1,0.0442,0.606,0.907,0.142,0.191,120.998,audio_features,7LzmlJXH66aFEYU03KG4JZ,spotify:track:7LzmlJXH66aFEYU03KG4JZ,https://api.spotify.com/v1/tracks/7LzmlJXH66aFEYU03KG4JZ,https://api.spotify.com/v1/audio-analysis/7LzmlJXH66aFEYU03KG4JZ,223306,4
36,8,Kin,Tourist,0.353,0.727,6,-8.578,0,0.0451,0.395,0.727,0.0926,0.0384,113.002,audio_features,3iLSsG8nfyTvtDzqwT650M,spotify:track:3iLSsG8nfyTvtDzqwT650M,https://api.spotify.com/v1/tracks/3iLSsG8nfyTvtDzqwT650M,https://api.spotify.com/v1/audio-analysis/3iLSsG8nfyTvtDzqwT650M,324267,3
36,9,Benji,Soul Flower,0.77,0.566,4,-12.939,0,0.0624,0.00123,0.902,0.143,0.194,120.013,audio_features,2rFyNXYFXsE3T4g8iRDYEp,spotify:track:2rFyNXYFXsE3T4g8iRDYEp,https://api.spotify.com/v1/tracks/2rFyNXYFXsE3T4g8iRDYEp,https://api.spotify.com/v1/audio-analysis/2rFyNXYFXsE3T4g8iRDYEp,449016,4
36,10,Maia,Durante,0.629,0.767,9,-7.97,0,0.0349,0.0999,0.933,0.0528,0.192,123.986,audio_features,2ly2df2rqqeSvzC5C2j8wt,spotify:track:2ly2df2rqqeSvzC5C2j8wt,https://api.spotify.com/v1/tracks/2ly2df2rqqeSvzC5C2j8wt,https://api.spotify.com/v1/audio-analysis/2ly2df2rqqeSvzC5C2j8wt,312069,4
36,11,Sugarbites,Martin Roth,0.741,0.789,11,-4.787,1,0.0307,0.00137,0.413,0.111,0.475,120.002,audio_features,0XSoyZX4Xh6legwlm1pkgF,spotify:track:0XSoyZX4Xh6legwlm1pkgF,https://api.spotify.com/v1/tracks/0XSoyZX4Xh6legwlm1pkgF,https://api.spotify.com/v1/audio-analysis/0XSoyZX4Xh6legwlm1pkgF,243830,4
36,12,Brightest Lights,Lane 8,0.698,0.641,5,-11.253,0,0.0397,0.323,0.826,0.114,0.262,125.012,audio_features,6zf6b2S8E2L3Z2iYiDFQfs,spotify:track:6zf6b2S8E2L3Z2iYiDFQfs,https://api.spotify.com/v1/tracks/6zf6b2S8E2L3Z2iYiDFQfs,https://api.spotify.com/v1/audio-analysis/6zf6b2S8E2L3Z2iYiDFQfs,412800,4
36,13,Breathing,Ben Böhmer,0.598,0.561,11,-11.421,0,0.0511,0.0229,0.557,0.109,0.0385,182.988,audio_features,1SpPYZXLuUJ7BxiK16PNeb,spotify:track:1SpPYZXLuUJ7BxiK16PNeb,https://api.spotify.com/v1/tracks/1SpPYZXLuUJ7BxiK16PNeb,https://api.spotify.com/v1/audio-analysis/1SpPYZXLuUJ7BxiK16PNeb,222606,3
36,14,So,Tourist,0.436,0.675,0,-9.321,1,0.0485,0.136,0.926,0.119,0.0376,120.012,audio_features,55CCxcBWmurfDqbrJfphD0,spotify:track:55CCxcBWmurfDqbrJfphD0,https://api.spotify.com/v1/tracks/55CCxcBWmurfDqbrJfphD0,https://api.spotify.com/v1/audio-analysis/55CCxcBWmurfDqbrJfphD0,279502,3
36,15,Isha,Kidnap,0.672,0.66,2,-6.934,1,0.0437,0.00117,0.857,0.0653,0.316,123.008,audio_features,0lDhMhGXTRzABeRWd71PSl,spotify:track:0lDhMhGXTRzABeRWd71PSl,https://api.spotify.com/v1/tracks/0lDhMhGXTRzABeRWd71PSl,https://api.spotify.com/v1/audio-analysis/0lDhMhGXTRzABeRWd71PSl,258416,4
35,1,"""Ég heyrði allt án þess að hlusta"" - A Winged Victory For The Sullen Rework",Jóhann Jóhannsson,0.0644,0.232,8,-16.156,1,0.0369,0.244,0.828,0.103,0.032,56.78,audio_features,7HaUEeLC78MGlToim57ynx,spotify:track:7HaUEeLC78MGlToim57ynx,https://api.spotify.com/v1/tracks/7HaUEeLC78MGlToim57ynx,https://api.spotify.com/v1/audio-analysis/7HaUEeLC78MGlToim57ynx,368360,3
35,2,Involution - Edit,Neil Cowley,0.646,0.656,0,-12.783,1,0.0375,0.0584,0.924,0.119,0.601,109.976,audio_features,59gyvpt8kbWLofDY8p8J9c,spotify:track:59gyvpt8kbWLofDY8p8J9c,https://api.spotify.com/v1/tracks/59gyvpt8kbWLofDY8p8J9c,https://api.spotify.com/v1/audio-analysis/59gyvpt8kbWLofDY8p8J9c,264000,4
35,3,Faith,Bon Iver,0.463,0.359,1,-11.144,1,0.0326,0.764,0.0224,0.0997,0.161,135.055,audio_features,3mZHmZahGKJwP0GDtWaOq8,spotify:track:3mZHmZahGKJwP0GDtWaOq8,https://api.spotify.com/v1/tracks/3mZHmZahGKJwP0GDtWaOq8,https://api.spotify.com/v1/audio-analysis/3mZHmZahGKJwP0GDtWaOq8,217947,4
35,4,Last Home - DJ Nature Remix,Typesun,0.706,0.532,4,-8.347,0,0.0332,0.599,0.578,0.341,0.307,108.082,audio_features,1lbQUs2thtLxwQh4Zb9ovC,spotify:track:1lbQUs2thtLxwQh4Zb9ovC,https://api.spotify.com/v1/tracks/1lbQUs2thtLxwQh4Zb9ovC,https://api.spotify.com/v1/audio-analysis/1lbQUs2thtLxwQh4Zb9ovC,499854,4
35,5,Weather,Tycho,0.451,0.611,1,-9.937,1,0.0357,0.0243,0.892,0.139,0.291,176.177,audio_features,5u1oPZR7xzmEvvxQoP1XKo,spotify:track:5u1oPZR7xzmEvvxQoP1XKo,https://api.spotify.com/v1/tracks/5u1oPZR7xzmEvvxQoP1XKo,https://api.spotify.com/v1/audio-analysis/5u1oPZR7xzmEvvxQoP1XKo,254704,4
35,6,Into The Woods,Tycho,0.63,0.729,10,-9.81,0,0.0327,0.52,0.935,0.0896,0.434,99.015,audio_features,4gVDDadyCM7cGChVPd1IXG,spotify:track:4gVDDadyCM7cGChVPd1IXG,https://api.spotify.com/v1/tracks/4gVDDadyCM7cGChVPd1IXG,https://api.spotify.com/v1/audio-analysis/4gVDDadyCM7cGChVPd1IXG,242611,4
35,7,City Lights - Gorje Hewek & Izhevski Remix,Blanche,0.8,0.752,8,-6.957,1,0.0438,0.000868,0.302,0.0624,0.659,120.01,audio_features,5LGYwpHDsx8dGww0HOo1cG,spotify:track:5LGYwpHDsx8dGww0HOo1cG,https://api.spotify.com/v1/tracks/5LGYwpHDsx8dGww0HOo1cG,https://api.spotify.com/v1/audio-analysis/5LGYwpHDsx8dGww0HOo1cG,256000,4
35,8,Linked,Bonobo,0.713,0.725,6,-9.951,1,0.0385,0.539,0.886,0.111,0.24,122.041,audio_features,3rCtueI7qBN2kZBZnXuk5K,spotify:track:3rCtueI7qBN2kZBZnXuk5K,https://api.spotify.com/v1/tracks/3rCtueI7qBN2kZBZnXuk5K,https://api.spotify.com/v1/audio-analysis/3rCtueI7qBN2kZBZnXuk5K,369462,4
35,9,Bunny,Tourist,0.668,0.727,8,-7.899,0,0.0395,0.324,0.895,0.275,0.35,117.006,audio_features,0TPI2OKla5SwqlPU2nG4OF,spotify:track:0TPI2OKla5SwqlPU2nG4OF,https://api.spotify.com/v1/tracks/0TPI2OKla5SwqlPU2nG4OF,https://api.spotify.com/v1/audio-analysis/0TPI2OKla5SwqlPU2nG4OF,214851,3
35,10,Just,Amtrac,0.622,0.855,0,-7.563,1,0.0345,0.0498,0.824,0.0914,0.0395,120.002,audio_features,59sNwdjGBKTG1Z4cLu21mq,spotify:track:59sNwdjGBKTG1Z4cLu21mq,https://api.spotify.com/v1/tracks/59sNwdjGBKTG1Z4cLu21mq,https://api.spotify.com/v1/audio-analysis/59sNwdjGBKTG1Z4cLu21mq,372000,4
35,11,Start Again,Kidnap,0.805,0.564,9,-6.069,0,0.0478,0.0206,0.176,0.0833,0.656,118.987,audio_features,73jH2B3dY3nmdH6xDlBWgF,spotify:track:73jH2B3dY3nmdH6xDlBWgF,https://api.spotify.com/v1/tracks/73jH2B3dY3nmdH6xDlBWgF,https://api.spotify.com/v1/audio-analysis/73jH2B3dY3nmdH6xDlBWgF,238521,3
35,12,23rd Street,Uppermost,0.631,0.743,1,-13.904,1,0.047,0.214,0.944,0.088,0.338,94.023,audio_features,4fLtQACOJiDDHEMX4ZR0Yd,spotify:track:4fLtQACOJiDDHEMX4ZR0Yd,https://api.spotify.com/v1/tracks/4fLtQACOJiDDHEMX4ZR0Yd,https://api.spotify.com/v1/audio-analysis/4fLtQACOJiDDHEMX4ZR0Yd,224043,4
35,13,Anthracite,Lane 8,0.391,0.794,8,-8.861,1,0.0427,0.026,0.864,0.0852,0.0662,122.982,audio_features,3dmMyqDdULDoKFTgEqQ9QC,spotify:track:3dmMyqDdULDoKFTgEqQ9QC,https://api.spotify.com/v1/tracks/3dmMyqDdULDoKFTgEqQ9QC,https://api.spotify.com/v1/audio-analysis/3dmMyqDdULDoKFTgEqQ9QC,316098,4
35,14,Aura - Edit,Avoure,0.611,0.833,1,-6.891,0,0.0317,0.000506,0.92,0.102,0.261,122.978,audio_features,7d7i3Qm7awL2gJPcYoQ0hn,spotify:track:7d7i3Qm7awL2gJPcYoQ0hn,https://api.spotify.com/v1/tracks/7d7i3Qm7awL2gJPcYoQ0hn,https://api.spotify.com/v1/audio-analysis/7d7i3Qm7awL2gJPcYoQ0hn,268232,4
34,1,How to Be Invisible,Thrupence,0.241,0.0272,4,-24.563,1,0.0446,0.983,0.931,0.103,0.0377,100.237,audio_features,0jzBx5utdM6cgU63WkzfVs,spotify:track:0jzBx5utdM6cgU63WkzfVs,https://api.spotify.com/v1/tracks/0jzBx5utdM6cgU63WkzfVs,https://api.spotify.com/v1/audio-analysis/0jzBx5utdM6cgU63WkzfVs,186590,3
34,2,Ascent - Day 1,Ludovico Einaudi,0.23,0.0592,7,-23.594,1,0.0445,0.989,0.941,0.0906,0.103,89.965,audio_features,1Bdgn4nmMlADRQ6DPJh7UM,spotify:track:1Bdgn4nmMlADRQ6DPJh7UM,https://api.spotify.com/v1/tracks/1Bdgn4nmMlADRQ6DPJh7UM,https://api.spotify.com/v1/audio-analysis/1Bdgn4nmMlADRQ6DPJh7UM,337372,4
34,3,Them Is Us,Rival Consoles,0.488,0.545,1,-11.946,0,0.0394,0.33,0.828,0.135,0.082,175.884,audio_features,7sRMepOClh09cgoSE0Qhts,spotify:track:7sRMepOClh09cgoSE0Qhts,https://api.spotify.com/v1/tracks/7sRMepOClh09cgoSE0Qhts,https://api.spotify.com/v1/audio-analysis/7sRMepOClh09cgoSE0Qhts,346172,3
34,4,Blossom,Tristan De Liege,0.624,0.715,5,-7.959,0,0.0403,0.00969,0.882,0.176,0.185,150.045,audio_features,25yYsyhKnim0NoSCqBj114,spotify:track:25yYsyhKnim0NoSCqBj114,https://api.spotify.com/v1/tracks/25yYsyhKnim0NoSCqBj114,https://api.spotify.com/v1/audio-analysis/25yYsyhKnim0NoSCqBj114,349987,4
34,5,Roll Together,Weval,0.734,0.391,6,-14.791,0,0.0475,0.917,0.681,0.151,0.245,97.022,audio_features,49woJlDPqV2eGzIBZtuYAf,spotify:track:49woJlDPqV2eGzIBZtuYAf,https://api.spotify.com/v1/tracks/49woJlDPqV2eGzIBZtuYAf,https://api.spotify.com/v1/audio-analysis/49woJlDPqV2eGzIBZtuYAf,238316,4
34,6,U,DJ Seinfeld,0.721,0.838,8,-7.579,1,0.0428,0.0447,0.749,0.0445,0.453,125.999,audio_features,2tYctbOGPK2OZ2g2wKipgj,spotify:track:2tYctbOGPK2OZ2g2wKipgj,https://api.spotify.com/v1/tracks/2tYctbOGPK2OZ2g2wKipgj,https://api.spotify.com/v1/audio-analysis/2tYctbOGPK2OZ2g2wKipgj,368000,4
34,7,Baby Drive It Down,Toro y Moi,0.88,0.58,10,-10.144,0,0.0926,0.867,0.471,0.102,0.406,106.027,audio_features,3KahZRUJCUocv74KUg92n3,spotify:track:3KahZRUJCUocv74KUg92n3,https://api.spotify.com/v1/tracks/3KahZRUJCUocv74KUg92n3,https://api.spotify.com/v1/audio-analysis/3KahZRUJCUocv74KUg92n3,187930,4
34,8,I Can't Go for That (No Can Do),Daryl Hall & John Oates,0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565,audio_features,41dDygR3r7e926oGUXfrLt,spotify:track:41dDygR3r7e926oGUXfrLt,https://api.spotify.com/v1/tracks/41dDygR3r7e926oGUXfrLt,https://api.spotify.com/v1/audio-analysis/41dDygR3r7e926oGUXfrLt,307307,4
34,9,Patience,Tame Impala,0.546,0.859,1,-5.966,1,0.0306,0.00223,0.000947,0.0529,0.645,99.965,audio_features,2drEUEg0TYQR6dDEHkpuPE,spotify:track:2drEUEg0TYQR6dDEHkpuPE,https://api.spotify.com/v1/tracks/2drEUEg0TYQR6dDEHkpuPE,https://api.spotify.com/v1/audio-analysis/2drEUEg0TYQR6dDEHkpuPE,292267,4
34,10,DYSFUNCTIONAL,KAYTRANADA,0.808,0.805,1,-3.392,1,0.103,0.00113,0.0585,0.193,0.886,107.965,audio_features,60y3oBiHHIlOzUFZRWP6Ak,spotify:track:60y3oBiHHIlOzUFZRWP6Ak,https://api.spotify.com/v1/tracks/60y3oBiHHIlOzUFZRWP6Ak,https://api.spotify.com/v1/audio-analysis/60y3oBiHHIlOzUFZRWP6Ak,240758,4
34,11,Easy,Tycho,0.612,0.629,5,-15.219,0,0.0355,0.339,0.946,0.153,0.208,120.061,audio_features,6tm4eaSUb0ImFULTxkiJGW,spotify:track:6tm4eaSUb0ImFULTxkiJGW,https://api.spotify.com/v1/tracks/6tm4eaSUb0ImFULTxkiJGW,https://api.spotify.com/v1/audio-analysis/6tm4eaSUb0ImFULTxkiJGW,207002,4
34,12,Teenage Birdsong,Four Tet,0.633,0.866,7,-7.166,1,0.0558,0.475,0.723,0.0955,0.0625,195.986,audio_features,11uFqlWnAlFMeQmjHKY38X,spotify:track:11uFqlWnAlFMeQmjHKY38X,https://api.spotify.com/v1/tracks/11uFqlWnAlFMeQmjHKY38X,https://api.spotify.com/v1/audio-analysis/11uFqlWnAlFMeQmjHKY38X,205421,4
34,13,Need My Space,Fouk,0.824,0.647,10,-8.861,0,0.0426,0.00412,0.86,0.14,0.699,124.042,audio_features,4LautdudfUxtcKCE2nfpqZ,spotify:track:4LautdudfUxtcKCE2nfpqZ,https://api.spotify.com/v1/tracks/4LautdudfUxtcKCE2nfpqZ,https://api.spotify.com/v1/audio-analysis/4LautdudfUxtcKCE2nfpqZ,434132,4
34,14,In Memoriam - Mixed,Ben Böhmer,0.52,0.473,7,-11.904,1,0.0324,0.493,0.953,0.099,0.186,123.627,audio_features,7BG1mwZJl1Ywkowk6nYmWA,spotify:track:7BG1mwZJl1Ywkowk6nYmWA,https://api.spotify.com/v1/tracks/7BG1mwZJl1Ywkowk6nYmWA,https://api.spotify.com/v1/audio-analysis/7BG1mwZJl1Ywkowk6nYmWA,291147,4
34,15,Fliederregen,Ben Böhmer,0.672,0.336,5,-9.384,0,0.0348,0.0121,0.851,0.14,0.311,120.994,audio_features,7kltLoEOuwwSNsCZChIaj9,spotify:track:7kltLoEOuwwSNsCZChIaj9,https://api.spotify.com/v1/tracks/7kltLoEOuwwSNsCZChIaj9,https://api.spotify.com/v1/audio-analysis/7kltLoEOuwwSNsCZChIaj9,265868,4
34,16,Reflection,Ben Böhmer,0.756,0.517,1,-8.923,1,0.0355,0.000429,0.697,0.12,0.333,123.005,audio_features,1qsh7VwwRla0fDGEeE4sq3,spotify:track:1qsh7VwwRla0fDGEeE4sq3,https://api.spotify.com/v1/tracks/1qsh7VwwRla0fDGEeE4sq3,https://api.spotify.com/v1/audio-analysis/1qsh7VwwRla0fDGEeE4sq3,300860,4
34,17,Rye - Extended Mix,Ben Böhmer,0.707,0.655,9,-8.393,1,0.0372,0.000902,0.897,0.109,0.26,123.008,audio_features,5O9UBe3hzpnnWkBOBkB7vJ,spotify:track:5O9UBe3hzpnnWkBOBkB7vJ,https://api.spotify.com/v1/tracks/5O9UBe3hzpnnWkBOBkB7vJ,https://api.spotify.com/v1/audio-analysis/5O9UBe3hzpnnWkBOBkB7vJ,380746,4
34,18,What To Do - &ME Remix,Guy Gerber,0.904,0.727,7,-9.992,0,0.0591,6.54e-05,0.86,0.0737,0.408,122.001,audio_features,0RMQgXHIBTsAVcaS7qahLq,spotify:track:0RMQgXHIBTsAVcaS7qahLq,https://api.spotify.com/v1/tracks/0RMQgXHIBTsAVcaS7qahLq,https://api.spotify.com/v1/audio-analysis/0RMQgXHIBTsAVcaS7qahLq,504590,4
33,1,Opus ν,Shinichi Osawa,0.348,0.405,2,-15.657,0,0.0417,0.528,0.701,0.202,0.284,89.697,audio_features,6Zf9JuoadtnqAcU3rSDvCC,spotify:track:6Zf9JuoadtnqAcU3rSDvCC,https://api.spotify.com/v1/tracks/6Zf9JuoadtnqAcU3rSDvCC,https://api.spotify.com/v1/audio-analysis/6Zf9JuoadtnqAcU3rSDvCC,264627,4
33,2,Missing In Reaction,Laurence Guy,0.604,0.549,4,-14.607,0,0.0346,0.487,0.904,0.105,0.375,119.989,audio_features,21iSh9L3H9UhkQX3R3ltRb,spotify:track:21iSh9L3H9UhkQX3R3ltRb,https://api.spotify.com/v1/tracks/21iSh9L3H9UhkQX3R3ltRb,https://api.spotify.com/v1/audio-analysis/21iSh9L3H9UhkQX3R3ltRb,367954,4
33,3,Mr. White,Khruangbin,0.625,0.499,5,-14.094,1,0.0742,0.483,0.87,0.305,0.783,88.223,audio_features,5EqGquh3ajBQjudpLLhJKy,spotify:track:5EqGquh3ajBQjudpLLhJKy,https://api.spotify.com/v1/tracks/5EqGquh3ajBQjudpLLhJKy,https://api.spotify.com/v1/audio-analysis/5EqGquh3ajBQjudpLLhJKy,298440,4
33,4,Can I Stay,KAASI,0.723,0.235,7,-19.987,1,0.0449,0.621,0.852,0.0952,0.581,116.997,audio_features,3sXsS0OMzxrhcu7E6dAUnR,spotify:track:3sXsS0OMzxrhcu7E6dAUnR,https://api.spotify.com/v1/tracks/3sXsS0OMzxrhcu7E6dAUnR,https://api.spotify.com/v1/audio-analysis/3sXsS0OMzxrhcu7E6dAUnR,270769,4
33,5,Ruskeala,Modd,0.916,0.557,11,-8.777,0,0.221,0.0524,0.816,0.133,0.617,122.029,audio_features,4mbAjkPEN9qe4iBoyMn5I4,spotify:track:4mbAjkPEN9qe4iBoyMn5I4,https://api.spotify.com/v1/tracks/4mbAjkPEN9qe4iBoyMn5I4,https://api.spotify.com/v1/audio-analysis/4mbAjkPEN9qe4iBoyMn5I4,322623,4
33,6,Dapple,Jody Wisternoff,0.615,0.877,5,-5.837,0,0.0335,0.0125,0.89,0.261,0.208,120.001,audio_features,6zU1KwHoeJfyinQtFyst4m,spotify:track:6zU1KwHoeJfyinQtFyst4m,https://api.spotify.com/v1/tracks/6zU1KwHoeJfyinQtFyst4m,https://api.spotify.com/v1/audio-analysis/6zU1KwHoeJfyinQtFyst4m,208271,4
33,7,Pieces,Tourist,0.694,0.569,7,-10.42,1,0.036,0.524,0.831,0.168,0.468,119.034,audio_features,16zhultF0LZg19tjJFakhC,spotify:track:16zhultF0LZg19tjJFakhC,https://api.spotify.com/v1/tracks/16zhultF0LZg19tjJFakhC,https://api.spotify.com/v1/audio-analysis/16zhultF0LZg19tjJFakhC,261087,4
33,8,Boston Common - Mixed,Bonobo,0.841,0.783,3,-9.686,0,0.125,0.03,0.534,0.0311,0.746,121.097,audio_features,2NvV0BTFB9esBSVU6M9Qp0,spotify:track:2NvV0BTFB9esBSVU6M9Qp0,https://api.spotify.com/v1/tracks/2NvV0BTFB9esBSVU6M9Qp0,https://api.spotify.com/v1/audio-analysis/2NvV0BTFB9esBSVU6M9Qp0,253680,4
33,9,Apples And Pears,Canyons,0.75,0.936,10,-4.986,0,0.0437,0.483,0.484,0.118,0.774,119.511,audio_features,6jbgySyREi0vZIldoca1n5,spotify:track:6jbgySyREi0vZIldoca1n5,https://api.spotify.com/v1/tracks/6jbgySyREi0vZIldoca1n5,https://api.spotify.com/v1/audio-analysis/6jbgySyREi0vZIldoca1n5,295347,4
33,10,Cosy,D.Y.A,0.843,0.774,11,-8.919,0,0.0574,0.00327,0.816,0.309,0.758,121.99,audio_features,0gZtWZKrkzK88ISYccSge1,spotify:track:0gZtWZKrkzK88ISYccSge1,https://api.spotify.com/v1/tracks/0gZtWZKrkzK88ISYccSge1,https://api.spotify.com/v1/audio-analysis/0gZtWZKrkzK88ISYccSge1,379785,4
33,11,Birdsong - Super Flu Remix,Claptone,0.722,0.585,11,-9.462,0,0.0434,0.00406,0.748,0.525,0.331,121.996,audio_features,50DSQbbhYrvEe8qsUTtfL7,spotify:track:50DSQbbhYrvEe8qsUTtfL7,https://api.spotify.com/v1/tracks/50DSQbbhYrvEe8qsUTtfL7,https://api.spotify.com/v1/audio-analysis/50DSQbbhYrvEe8qsUTtfL7,456393,4
33,12,The Echo Forgets - DJ Tennis Remix,George FitzGerald,0.769,0.409,1,-12.925,0,0.0462,0.05,0.834,0.402,0.151,123.004,audio_features,3AO38BJSMuVrstvAjI7INC,spotify:track:3AO38BJSMuVrstvAjI7INC,https://api.spotify.com/v1/tracks/3AO38BJSMuVrstvAjI7INC,https://api.spotify.com/v1/audio-analysis/3AO38BJSMuVrstvAjI7INC,451171,4
33,13,Trooper,Joseph Ashworth,0.771,0.862,5,-9.988,0,0.0352,0.000333,0.82,0.109,0.576,124.999,audio_features,223LF2oHrEa6zRYFToLqqQ,spotify:track:223LF2oHrEa6zRYFToLqqQ,https://api.spotify.com/v1/tracks/223LF2oHrEa6zRYFToLqqQ,https://api.spotify.com/v1/audio-analysis/223LF2oHrEa6zRYFToLqqQ,344262,4
