,volume,position,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,y_danceability,y_energy,y_loudness,y_speechiness,y_acousticness,y_instrumentalness,y_liveness,y_valence,y_tempo
0,38,1,-2.4349611362332997,-2.68840897338484,-5.475964193524485,-0.28444305069890047,2.1499910482342437,0.9294943068197575,-0.4867538709177898,-1.1813290518533899,0.22401120105813985,0.27433806618648426,-0.15537979029670404,-0.39117215334941563,-0.3603686990701344,0.7219994796172448,0.6420878867803794,-0.287180787214113,-0.1379871659796608,0.6707977417875874
1,38,2,0.27433806618648426,-0.15537979029670404,-0.39117215334941563,-0.3603686990701344,0.7219994796172448,0.6420878867803794,-0.287180787214113,-0.1379871659796608,0.6707977417875874,0.3694994018086668,0.937348909890645,0.17810848394104015,0.05498925966661578,-0.7524777719781374,-1.4916870498756074,1.4524940179009558,2.6290265946100346,-1.1952269110628233
2,38,3,0.3694994018086668,0.937348909890645,0.17810848394104015,0.05498925966661578,-0.7524777719781374,-1.4916870498756074,1.4524940179009558,2.6290265946100346,-1.1952269110628233,-0.4645617162916381,0.5917851329083206,0.8899709947124818,-0.06113232019527145,-0.8449022475469227,-1.442334432293088,-0.17421489077806954,1.5586068982351222,3.208941840730512
3,38,4,-0.4645617162916381,0.5917851329083206,0.8899709947124818,-0.06113232019527145,-0.8449022475469227,-1.442334432293088,-0.17421489077806954,1.5586068982351222,3.208941840730512,0.4758561886805186,-0.024625928735825066,0.5394833938208957,-0.6216422537593805,-0.7941022070633562,-0.9894515885946743,-0.5296809115634863,-0.5399234156066044,-0.9110823568611064
4,38,5,0.4758561886805186,-0.024625928735825066,0.5394833938208957,-0.6216422537593805,-0.7941022070633562,-0.9894515885946743,-0.5296809115634863,-0.5399234156066044,-0.9110823568611064,0.6829720367993866,1.1988566330124035,0.10022235040957654,-0.05666610558519874,0.34525276789701526,0.8104674055913279,-0.752600280530612,-0.08721627128994135,-0.04945338759714418
5,38,6,0.6829720367993866,1.1988566330124035,0.10022235040957654,-0.05666610558519874,0.34525276789701526,0.8104674055913279,-0.752600280530612,-0.08721627128994135,-0.04945338759714418,0.559822073053032,1.0307445252912733,0.638516031348805,0.3877222481170233,-0.02541738395675894,0.7320838364896796,-0.27211866768930726,0.23856363630242325,2.4356740213910695
6,38,7,0.559822073053032,1.0307445252912733,0.638516031348805,0.3877222481170233,-0.02541738395675894,0.7320838364896796,-0.27211866768930726,0.23856363630242325,2.4356740213910695,1.2931241299063208,-0.832498001951258,0.5660735523114758,0.6646275539415233,1.2476219080656294,0.24146075581639817,-0.5869169657577482,-1.1043265282406491,0.7650975272625881
7,38,8,1.2931241299063208,-0.832498001951258,0.5660735523114758,0.6646275539415233,1.2476219080656294,0.24146075581639817,-0.5869169657577482,-1.1043265282406491,0.7650975272625881,-0.419779911292964,0.00806253665439481,0.6031322771369303,-0.17278768544708598,0.2571426498334131,-1.4162065759258717,0.39061459140214777,-0.18452715277856988,-2.0593462758802126
8,38,9,-0.419779911292964,0.00806253665439481,0.6031322771369303,-0.17278768544708598,0.2571426498334131,-1.4162065759258717,0.39061459140214777,-0.18452715277856988,-2.0593462758802126,0.3694994018086668,0.33961697132662444,0.04306397822116342,-0.4876558154572031,0.2632192096998684,-0.5714058867192158,-0.4076777434125594,-0.1633726133245202,0.14163657890628545
9,38,10,0.3694994018086668,0.33961697132662444,0.04306397822116342,-0.4876558154572031,0.2632192096998684,-0.5714058867192158,-0.4076777434125594,-0.1633726133245202,0.14163657890628545,0.9348696899169281,-0.669055675000159,0.30854682047357185,2.089350014554677,1.2293922284662633,-1.712902900451371,-0.3700224446005449,-0.6372342970952326,0.18991193886504645
